reporting_period,fiscal_year,fiscal_quarter,fiscal_month,entity,legal_entity_code,currency,row_type,gl_account,gl_account_name,cost_center,department,region,product_line,customer_segment,category,subcategory,vendor_name,invoice_id,revenue,cogs,opex,amount,budget_revenue,budget_opex,budget_amount,variance_amount,headcount_allocated,fte_count,transaction_count,active_customers,arr_millions,net_revenue_retention_pct,logo_churn_pct,gross_margin_pct,ebitda,cash_collections,deferred_revenue,americas_pct,emea_pct,apac_pct,source_system,last_updated,preparer,notes
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-53,Accounting & Audit,CC-SAL-La,Sales,LatAm,,,Accounting & Audit,Accounting & Audit - Sales,,AP-202304-101121,0,0,,3939.97,,,3956.84,-16.87,83.83,,19,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-81,Insurance,CC-SAL-Am,Sales,Americas,,,Insurance,Insurance - Sales,,AP-202304-101122,0,0,,1764.60,,,1772.15,-7.55,37.54,,4,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-35,Insurance,CC-FIN-AP,Finance,APAC,,,Insurance,Insurance - Finance,,AP-202304-101123,0,0,,941.49,,,945.52,-4.03,20.03,,41,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-95,Insurance,CC-MAR-Am,Marketing,Americas,,,Insurance,Insurance - Marketing,,AP-202304-101124,0,0,,1196.09,,,1201.22,-5.13,25.45,,31,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-52,Office & Facilities,CC-SEC-AP,Security,APAC,,,Office & Facilities,Office & Facilities - Security,CrowdStrike,AP-202304-101125,0,0,,75.17,,,75.49,-0.32,1.6,,11,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: CrowdStrike
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-73,Office & Facilities,CC-PRO-La,Product,LatAm,,,Office & Facilities,Office & Facilities - Product,Google Cloud,AP-202304-101126,0,0,,50.78,,,51.00,-0.22,1.08,,15,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Google Cloud
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-89,Office & Facilities,CC-ENG-EM,Engineering,EMEA,,,Office & Facilities,Office & Facilities - Engineering,Deloitte,AP-202304-101127,0,0,,75.23,,,75.55,-0.32,1.6,,14,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Deloitte
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-58,Office & Facilities,CC-MAR-La,Marketing,LatAm,,,Office & Facilities,Office & Facilities - Marketing,Datadog,AP-202304-101128,0,0,,92.57,,,92.97,-0.40,1.97,,14,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Datadog
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-24,Travel,CC-PRO-AP,Product,APAC,,,Travel,Travel - Product,,AP-202304-101129,0,0,,684.75,,,687.68,-2.93,14.57,,10,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-84,Travel,CC-CUS-La,Customer Success,LatAm,,,Travel,Travel - Customer Success,,AP-202304-101130,0,0,,3678.92,,,3694.67,-15.75,78.27,,24,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6610-46,Travel,CC-ENG-Am,Engineering,Americas,,,Travel,Travel - Engineering,,AP-202304-101131,0,0,,1348.42,,,1354.20,-5.78,28.69,,12,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-12,Meals & Entertainment,CC-G&A-EM,G&A,EMEA,,,Meals & Entertainment,Meals & Entertainment - G&A,,AP-202304-101132,0,0,,3728.53,,,3744.49,-15.96,79.33,,12,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6615-96,Meals & Entertainment,CC-CUS-Am,Customer Success,Americas,,,Meals & Entertainment,Meals & Entertainment - Customer Success,,AP-202304-101133,0,0,,3027.17,,,3040.13,-12.96,64.41,,9,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-57,Recruiting,CC-MAR-AP,Marketing,APAC,,,Recruiting,Recruiting - Marketing,Snowflake,AP-202304-101134,0,0,,1521.23,,,1527.75,-6.52,32.37,,43,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Snowflake
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-25,Recruiting,CC-SAL-La,Sales,LatAm,,,Recruiting,Recruiting - Sales,Salesforce,AP-202304-101135,0,0,,2055.84,,,2064.65,-8.81,43.74,,10,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Salesforce
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6620-58,Recruiting,CC-SAL-EM,Sales,EMEA,,,Recruiting,Recruiting - Sales,,AP-202304-101136,0,0,,786.05,,,789.42,-3.37,16.72,,45,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-29,Training,CC-ENG-EM,Engineering,EMEA,,,Training,Training - Engineering,Atlassian,AP-202304-101137,0,0,,1054.84,,,1059.36,-4.52,22.44,,21,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Atlassian
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-26,Training,CC-MAR-Am,Marketing,Americas,,,Training,Training - Marketing,Zoom,AP-202304-101138,0,0,,1425.05,,,1431.15,-6.10,30.32,,33,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Zoom
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6625-20,Training,CC-SEC-La,Security,LatAm,,,Training,Training - Security,,AP-202304-101139,0,0,,2110.48,,,2119.52,-9.04,44.9,,31,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-32,Depreciation,CC-DAT-AP,Data Platform,APAC,,,Depreciation,Depreciation - Data Platform,Deloitte,AP-202304-101140,0,0,,352.40,,,353.91,-1.51,7.5,,21,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Deloitte
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-73,Depreciation,CC-OPE-AP,Operations,APAC,,,Depreciation,Depreciation - Operations,Stripe,AP-202304-101141,0,0,,95.96,,,96.37,-0.41,2.04,,31,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Stripe
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-93,Depreciation,CC-CUS-La,Customer Success,LatAm,,,Depreciation,Depreciation - Customer Success,Figma,AP-202304-101142,0,0,,222.44,,,223.39,-0.95,4.73,,3,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Figma
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6700-40,Depreciation,CC-MAR-EM,Marketing,EMEA,,,Depreciation,Depreciation - Marketing,Deloitte,AP-202304-101143,0,0,,505.73,,,507.90,-2.17,10.76,,26,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Deloitte
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-42,Amortization,CC-SEC-EM,Security,EMEA,,,Amortization,Amortization - Security,Snowflake,AP-202304-101144,0,0,,108.34,,,108.80,-0.46,2.31,,36,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Snowflake
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6710-66,Amortization,CC-PRO-EM,Product,EMEA,,,Amortization,Amortization - Product,Atlassian,AP-202304-101145,0,0,,314.64,,,315.98,-1.34,6.69,,34,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: Atlassian
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-62,Bank Fees,CC-G&A-La,G&A,LatAm,,,Bank Fees,Bank Fees - G&A,CrowdStrike,AP-202304-101146,0,0,,1903.33,,,1911.49,-8.16,40.5,,24,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: CrowdStrike
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-13,Bank Fees,CC-PEO-AP,People Ops,APAC,,,Bank Fees,Bank Fees - People Ops,,AP-202304-101147,0,0,,340.21,,,341.67,-1.46,7.24,,12,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6800-19,Bank Fees,CC-PEO-EM,People Ops,EMEA,,,Bank Fees,Bank Fees - People Ops,,AP-202304-101148,0,0,,4235.88,,,4254.03,-18.15,90.13,,23,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-22,Bad Debt,CC-DAT-Am,Data Platform,Americas,,,Bad Debt,Bad Debt - Data Platform,WeWork,AP-202304-101149,0,0,,710.53,,,713.57,-3.04,15.12,,8,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,Vendor: WeWork
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6810-35,Bad Debt,CC-PRO-AP,Product,APAC,,,Bad Debt,Bad Debt - Product,,AP-202304-101150,0,0,,1210.52,,,1215.71,-5.19,25.76,,22,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-87,Miscellaneous,CC-OPE-AP,Operations,APAC,,,Miscellaneous,Miscellaneous - Operations,,AP-202304-101151,0,0,,1286.90,,,1292.42,-5.52,27.38,,9,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6999-48,Miscellaneous,CC-OPE-AP,Operations,APAC,,,Miscellaneous,Miscellaneous - Operations,,AP-202304-101152,0,0,,476.60,,,478.64,-2.04,10.14,,19,,,,,,,,,,,,NetSuite,2023-04-28,accounting@novastack.io,
2023-04-01,2023,2023-Q2,4,NovaStack Analytics Inc.,NS-CONSOL,USD,KPI_SNAPSHOT,STAT-001,Monthly KPIs,CC-EXEC,Consolidated,Global,All,All,,,,,0,0,0,,134403.57,80982.23,,,,47,,140,1.53,109.8,1.9,75.07,14788.18,127849.23,64399.17,69.1,20.4,10.5,Looker,2023-04-28,bi@novastack.io,Consolidated KPI row — not included in GL roll-up
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-PRO-La,Product,LatAm,Platform Core,Strategic,,Platform Core,,REV-202305-101153,24789.51,2368.78,,,25242.08,,,-452.57,,,294,,,,,,,,,,,,NetSuite,2023-05-28,fp&a@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-CUS-EM,Customer Success,EMEA,Analytics Pro,Enterprise,,Analytics Pro,,REV-202305-101154,28010.47,6307.59,,,28521.84,,,-511.37,,,339,,,,,,,,,,,,NetSuite,2023-05-28,fp&a@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-SAL-La,Sales,LatAm,Insights Add-on,Strategic,,Insights Add-on,,REV-202305-101155,20175.31,3600.85,,,20543.64,,,-368.33,,,350,,,,,,,,,,,,NetSuite,2023-05-28,fp&a@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-CUS-EM,Customer Success,EMEA,API Usage,Enterprise,,API Usage,,REV-202305-101156,21912.55,11887.26,,,22312.60,,,-400.05,,,415,,,,,,,,,,,,NetSuite,2023-05-28,fp&a@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,REVENUE_DETAIL,4000,Subscription Revenue,CC-CUS-Am,Customer Success,Americas,Professional Services,Mid-Market,,Professional Services,,REV-202305-101157,32535.00,7528.35,,,33128.97,,,-593.97,,,375,,,,,,,,,,,,NetSuite,2023-05-28,fp&a@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-23,Payroll & Benefits,CC-LEG-AP,Legal,APAC,,,Payroll & Benefits,Payroll & Benefits - Legal,,AP-202305-101158,0,0,,924.87,,,949.27,-24.40,19.27,11,36,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-72,Payroll & Benefits,CC-SAL-Am,Sales,Americas,,,Payroll & Benefits,Payroll & Benefits - Sales,Notion,AP-202305-101159,0,0,,1136.31,,,1166.29,-29.98,23.67,1,12,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Notion
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-46,Payroll & Benefits,CC-MAR-Am,Marketing,Americas,,,Payroll & Benefits,Payroll & Benefits - Marketing,Okta,AP-202305-101160,0,0,,787.03,,,807.80,-20.77,16.4,4,15,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Okta
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6100-76,Payroll & Benefits,CC-CUS-Am,Customer Success,Americas,,,Payroll & Benefits,Payroll & Benefits - Customer Success,Snowflake,AP-202305-101161,0,0,,2302.25,,,2362.99,-60.74,47.96,1,11,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Snowflake
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-18,Contractors,CC-PRO-EM,Product,EMEA,,,Contractors,Contractors - Product,Stripe,AP-202305-101162,0,0,,3193.08,,,3277.33,-84.25,66.52,,25,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Stripe
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-65,Contractors,CC-MAR-EM,Marketing,EMEA,,,Contractors,Contractors - Marketing,Atlassian,AP-202305-101163,0,0,,1526.00,,,1566.26,-40.26,31.79,,43,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Atlassian
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6105-85,Contractors,CC-PEO-EM,People Ops,EMEA,,,Contractors,Contractors - People Ops,Atlassian,AP-202305-101164,0,0,,583.25,,,598.64,-15.39,12.15,,13,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Atlassian
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-41,Sales Commissions,CC-PEO-Am,People Ops,Americas,,,Sales Commissions,Sales Commissions - People Ops,Notion,AP-202305-101165,0,0,,653.59,,,670.83,-17.24,13.62,,34,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Notion
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-15,Sales Commissions,CC-G&A-La,G&A,LatAm,,,Sales Commissions,Sales Commissions - G&A,Figma,AP-202305-101166,0,0,,418.50,,,429.54,-11.04,8.72,,6,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Figma
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-48,Sales Commissions,CC-CUS-La,Customer Success,LatAm,,,Sales Commissions,Sales Commissions - Customer Success,,AP-202305-101167,0,0,,183.92,,,188.77,-4.85,3.83,,26,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6200-89,Sales Commissions,CC-SEC-EM,Security,EMEA,,,Sales Commissions,Sales Commissions - Security,Gusto,AP-202305-101168,0,0,,903.72,,,927.56,-23.84,18.83,,28,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Gusto
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-40,Paid Media,CC-PRO-La,Product,LatAm,,,Paid Media,Paid Media - Product,Google Cloud,AP-202305-101169,0,0,,588.14,,,603.66,-15.52,12.25,,11,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Google Cloud
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-99,Paid Media,CC-CUS-AP,Customer Success,APAC,,,Paid Media,Paid Media - Customer Success,Salesforce,AP-202305-101170,0,0,,1007.71,,,1034.30,-26.59,20.99,,14,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Salesforce
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6210-25,Paid Media,CC-PEO-La,People Ops,LatAm,,,Paid Media,Paid Media - People Ops,Intercom,AP-202305-101171,0,0,,1068.02,,,1096.19,-28.17,22.25,,24,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Intercom
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-36,Events & Sponsorships,CC-G&A-La,G&A,LatAm,,,Events & Sponsorships,Events & Sponsorships - G&A,Zoom,AP-202305-101172,0,0,,2613.34,,,2682.29,-68.95,54.44,,33,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Zoom
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6215-91,Events & Sponsorships,CC-ENG-La,Engineering,LatAm,,,Events & Sponsorships,Events & Sponsorships - Engineering,,AP-202305-101173,0,0,,1744.98,,,1791.02,-46.04,36.35,,45,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-24,Software Subscriptions,CC-FIN-Am,Finance,Americas,,,Software Subscriptions,Software Subscriptions - Finance,,AP-202305-101174,0,0,,703.36,,,721.92,-18.56,14.65,,9,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-20,Software Subscriptions,CC-G&A-La,G&A,LatAm,,,Software Subscriptions,Software Subscriptions - G&A,Salesforce,AP-202305-101175,0,0,,357.58,,,367.01,-9.43,7.45,,36,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Salesforce
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-27,Software Subscriptions,CC-LEG-EM,Legal,EMEA,,,Software Subscriptions,Software Subscriptions - Legal,Deloitte,AP-202305-101176,0,0,,699.81,,,718.28,-18.47,14.58,,31,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Deloitte
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6300-12,Software Subscriptions,CC-CUS-EM,Customer Success,EMEA,,,Software Subscriptions,Software Subscriptions - Customer Success,,AP-202305-101177,0,0,,802.84,,,824.02,-21.18,16.73,,39,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-95,Cloud Hosting,CC-OPE-La,Operations,LatAm,,,Cloud Hosting,Cloud Hosting - Operations,,AP-202305-101178,0,0,,2910.13,,,2986.91,-76.78,60.63,,1,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6310-55,Cloud Hosting,CC-LEG-AP,Legal,APAC,,,Cloud Hosting,Cloud Hosting - Legal,,AP-202305-101179,0,0,,2038.50,,,2092.28,-53.78,42.47,,12,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-91,Customer Support Tools,CC-DAT-EM,Data Platform,EMEA,,,Customer Support Tools,Customer Support Tools - Data Platform,Google Cloud,AP-202305-101180,0,0,,1518.85,,,1558.92,-40.07,31.64,,34,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Google Cloud
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6315-66,Customer Support Tools,CC-LEG-Am,Legal,Americas,,,Customer Support Tools,Customer Support Tools - Legal,Atlassian,AP-202305-101181,0,0,,1897.86,,,1947.94,-50.08,39.54,,4,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Atlassian
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-12,R&D Contractors,CC-G&A-EM,G&A,EMEA,,,R&D Contractors,R&D Contractors - G&A,,AP-202305-101182,0,0,,3.91,,,4.01,-0.10,0.08,,27,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-34,R&D Contractors,CC-ENG-Am,Engineering,Americas,,,R&D Contractors,R&D Contractors - Engineering,,AP-202305-101183,0,0,,647.28,,,664.36,-17.08,13.48,,44,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-22,R&D Contractors,CC-LEG-Am,Legal,Americas,,,R&D Contractors,R&D Contractors - Legal,,AP-202305-101184,0,0,,642.84,,,659.80,-16.96,13.39,,43,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6400-75,R&D Contractors,CC-SAL-EM,Sales,EMEA,,,R&D Contractors,R&D Contractors - Sales,,AP-202305-101185,0,0,,778.35,,,798.89,-20.54,16.22,,7,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-39,Legal & Compliance,CC-DAT-La,Data Platform,LatAm,,,Legal & Compliance,Legal & Compliance - Data Platform,HubSpot,AP-202305-101186,0,0,,30.28,,,31.08,-0.80,0.63,,14,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: HubSpot
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-11,Legal & Compliance,CC-PRO-AP,Product,APAC,,,Legal & Compliance,Legal & Compliance - Product,,AP-202305-101187,0,0,,58.81,,,60.36,-1.55,1.23,,26,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6500-37,Legal & Compliance,CC-LEG-AP,Legal,APAC,,,Legal & Compliance,Legal & Compliance - Legal,,AP-202305-101188,0,0,,58.61,,,60.16,-1.55,1.22,,30,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-37,Accounting & Audit,CC-LEG-AP,Legal,APAC,,,Accounting & Audit,Accounting & Audit - Legal,,AP-202305-101189,0,0,,373.97,,,383.84,-9.87,7.79,,27,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6510-78,Accounting & Audit,CC-CUS-La,Customer Success,LatAm,,,Accounting & Audit,Accounting & Audit - Customer Success,HubSpot,AP-202305-101190,0,0,,4617.32,,,4739.15,-121.83,96.19,,37,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: HubSpot
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-52,Insurance,CC-G&A-La,G&A,LatAm,,,Insurance,Insurance - G&A,LinkedIn,AP-202305-101191,0,0,,4259.00,,,4371.36,-112.36,88.73,,12,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: LinkedIn
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6520-18,Insurance,CC-LEG-AP,Legal,APAC,,,Insurance,Insurance - Legal,Stripe,AP-202305-101192,0,0,,1601.64,,,1643.89,-42.25,33.37,,22,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: Stripe
2023-05-01,2023,2023-Q2,5,NovaStack Analytics Inc.,NS-US-01,USD,OPEX_GL,6600-39,Office & Facilities,CC-FIN-EM,Finance,EMEA,,,Office & Facilities,Office & Facilities - Finance,AWS,AP-202305-101193,0,0,,498.00,,,511.14,-13.14,10.38,,2,,,,,,,,,,,,NetSuite,2023-05-28,accounting@novastack.io,Vendor: AWS
